Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,DeoDap International Private Limited
0500-multi-functional-stainless-steel-folding-pocket-knife-11-in-1-screwdriver,0500 Multi functional Stainless Steel Folding Pocket Knife (11 in 1 screwdriver),Title,Default Title,,,,,0500_Screwdriver_11In1,820540,CN,0
0558-40-watt-hot-melt-glue-gun,0558 40 Watt Hot Melt Glue Gun,Title,Default Title,,,,,0558_Glue_Gun_40Watt_Deodap,,,0
0411-3-bubble-mini-pocket-portable-level-ruler-torpedo,0411 3 Bubble Mini Pocket Portable Level Ruler Torpedo,Title,Default Title,,,,,0411_Mini_Torpedo_Blck,903180,CN,545
2084-plastic-banana-slicer-cutter-with-handle,2084 Plastic Banana Slicer/Cutter With Handle,Title,Default Title,,,,,2084_Banana_Cutter,,,521
0789-stainless-steel-fruit-fork-set-of-10-pcs,0789 Stainless Steel Fruit Fork Set Of 10 Pcs,Title,Default Title,,,,,0789_Steel_Fruit_Fork,821591,IN,236
2082-premium-quality-stainless-steel-kitchen-cooking-tong,2082 Premium Quality Stainless Steel Kitchen Cooking Tong,Title,Default Title,,,,,2082_Premium_Kitchen_Tong,,,0
1208-smart-grey-laptop-backpack-with-usb-plug-charging-port,1208 Smart Laptop Backpack with USB Plug Charging Port (Multicolour),Title,Default Title,,,,,1208_USB_Point_Bag,,,0
clever-cutter-2-in-1-food-chopper-slicer-dicer-vegetable-fruit-cutter,0107 Clever Cutter 2 in 1 Food Chopper Slicer Dicer Vegetable Fruit Cutter,Title,Default Title,,,,,0107_2In1_Clever_Cutter,392410,IN,912
1206-adjustable-splash-water-saving-faucet-regulator,1206 Adjustable Splash Water-Saving Faucet Regulator,Title,Default Title,,,,,1206_Water_Saving_Faucet,,,495
0499-multipurpose-strong-small-stainless-steel-adhesive-wall-hooks,0499 Multipurpose Strong Small Stainless Steel Adhesive Wall Hooks,Title,Default Title,,,,,0499_Yesin_Hooks_2pc,392620,CN,1267
0516-multi-function-washable-dust-mop-floor-cleaning-slippers,0516 Multi-Function Washable Dust Mop/Floor Cleaning Slippers,Title,Default Title,,,,,0516_Microfiber_Cleaning_Slipper,392620,CN,1795
0787-universal-portable-foldable-holder-stand-for-mobile,0787 Universal Portable Foldable Holder Stand For Mobile,Title,Default Title,,,,,0787_Simple_Mobile_Stand,392620,IN,0
0786-professional-transparent-measuring-mug-for-measuring-solids-and-liquids,0786 Professional Transparent Measuring Mug for Measuring Solids and Liquids - Pack of 2,Title,Default Title,,,,,0786_Transparent_Measuring_Mug_2pc,392410,IN,0
2077-modular-transparent-airtight-food-storage-container-2500-ml,2077 Modular Transparent Airtight Food Storage Container - 2500 ml,Title,Default Title,,,,,2077_Storage_Containers_2500Ml,,,450
2076-modular-transparent-airtight-food-storage-container-2000-ml,2076 Modular Transparent Airtight Food Storage Container - 2000 ml,Title,Default Title,,,,,2076_Storage_Containers_2000Ml,,,431
2070-kitchen-food-storage-box-multi-use-food-saver-containers-5-pcs,"2070 Kitchen Food Storage Box Multi-Use Food Saver Containers- 5 pcs (2000ml,1250ml,750ml,500,ml,250ml)",Title,Default Title,,,,,2070_5Pc_Storage_Containers,,,0
0785-plastic-hygienic-toothbrush-travel-portable-case-4-pcs,0785 Plastic Hygienic Toothbrush Travel Portable Case,Title,Default Title,,,,,0785_Toothbrush_Case,392620,IN,3835
0232-heavy-duty-s-shaped-stainless-steel-hanging-hooks-5-pcs,0232 Heavy Duty S-Shaped Stainless Steel Hanging Hooks - 5 pcs,Title,Default Title,,,,,0232_S_Shape_Hanging_Hooks,731811,CN,886
0253-hand-held-scalp-head-massager-stress-relief,0253 Hand Held Scalp Head Massager Stress Relief,Title,Default Title,,,,,0253_Bokoma_Head_Massager,392620,CN,16277
2063-multi-segment-2-in-1-egg-cutter-slicer,2063 Multi-Segment 2 in 1 Egg Cutter/Slicer,Title,Default Title,,,,,2063_2In1_Egg_Cutter,,,0
manual-power-free-hand-blender,2096 Manual Power-Free Hand Blender,Title,Default Title,,,,,2096_B_Grade_Free_Blender,,,1336
deodap-personal-care-rubber-hot-water-heating-pad-bag-for-pain-relief-small,0395 (Small) Rubber Hot Water Heating Pad Bag for Pain Relief (300 ML),Title,Default Title,,,,,0395_hot_water_bag_small,,,1471
0728-multifunctional-washing-fruits-vegetables-basket-strainer-and-detachable-drain-basket-bowl,0728 Multifunctional Washing Fruits & Vegetables Basket Strainer and Detachable Drain Basket Bowl,Title,Default Title,,,,,0728_Rotating_Basket,392410,IN,0
smart-vacuum-insulated-water-bottle-with-led-temperature-display,0726 Smart Vacuum Insulated Water Bottle with LED Temperature Display,Title,Default Title,,,,,0726_Smart_Water_Bottle,392610,CN,0
0258-n95-reusable-and-washable-anti-pollution-virus-face-mask,0258  N95 Reusable and Washable Anti Pollution/Virus Face Mask,Title,Default Title,,,,,0258_N95_Mask,901819,IN,502
effete-choco-coated-nut-butter-scotch-96-gm,0044 Effete Choco Coated Nut Butter Scotch 96 gm,Title,Default Title,,,,,0044_Butter_Scotch_96_gm,180610,IN,0
0226-portable-snail-shape-liquid-soap-dispenser,0226 Portable Snail Shape Liquid Soap Dispenser,Title,Default Title,,,,,0226_Snail_Soap_Dispenser,392620,IN,142
0335-multipurpose-plastic-cloth-hanging-pegs-clips,0335 Multipurpose Plastic Cloth Hanging Pegs/Clips - 36 pcs,Title,Default Title,,,,,0335_Cloth_Hanging_Clip,392620,IN,344
0660-cheese-grater-slicer-chopper-with-stainless-steel-blades,0660  Cheese Grater/Slicer/Chopper With Stainless Steel Blades,Title,Default Title,,,,,0660_Cheese_Grater,392410,IN,1334
0659-portable-travelling-cup-tumbler-with-lid,0659 Portable Travelling Cup/Tumbler With Lid,Title,Default Title,,,,,0659_Traveling_Glass,392410,IN,724
effete-choco-coated-cranberry-96-gms,1006 Effete Choco Coated Cranberry - 96 gms,Title,Default Title,,,,,1006_Effete_Cranberry_96,,,0
0777-waterproof-mobile-zip-pouch-bag,0777 Waterproof Mobile Zip Pouch/Bag,Title,Default Title,,,,,0777_Mobile_ZIp_Bag,401590,IN,759
0763-transparent-4-section-storage-dispenser-2000-ml,0763 Transparent 4 Section Storage Dispenser (2000 ml),Title,Default Title,,,,,0763_4Section_Storage_Container,392410,IN,59
0086-plastics-chopping-board-large,0086 Kitchen Plastic Cutting/Chopping Board,Title,Default Title,,,,,0086_Chopping_Board_Large,,,0
0776-welcome-door-mat-for-home-work-entrance-outdoor,0776 Welcome Door Mat for Home/Work Entrance Outdoor,Title,Default Title,,,,,0776_Welcome_Door_mat,392620,IN,0
0775-foldable-non-slip-heat-resistant-kitchen-hotmat,0775 Foldable Non-Slip Heat Resistant Kitchen Hotmat,Title,Default Title,,,,,0775_Folding_Hotmat,392410,IN,113
0658-premium-kitchen-stainless-steel-tea-strainer,0658 Premium Kitchen Stainless Steel Tea Strainer,Title,Default Title,,,,,0658_SS_Strainer,,,774
0618-3-in-1-transparent-air-tight-storage-dispenser-container,0618 3 in 1 Transparent Air Tight Storage Dispenser Container (1500ml),Title,Default Title,,,,,0618_3_Sec_Cereal_Dispenser,392410,IN,120
2058-power-free-manual-hand-blender-with-stainless-steel-blades,0723 Power-Free Manual Hand Blender With Stainless Steel Blades,Title,Default Title,,,,,0723_Premium_Hand_Blender,,,222
1005-effete-emperor-center-filled-choco-35-units-245-gm,"1005 Effete Emperor Center Filled Choco (32 Units, 245 gm)",Title,Default Title,,,,,1005_Emperor_Can,,,0
0175-24-piece-stainless-steel-premium-cutlery-set-with-stand,0175 24 Piece Stainless Steel Premium Cutlery Set With Stand,Title,Default Title,,,,,0175_24Pcs_Premium_Cutlery_Set,,,0
0722-silicone-funnel-for-pouring-oil-sauce-water-juice-and-small-food-grains,"0722 Silicone Funnel For Pouring Oil, Sauce, Water, Juice And Small Food-Grains",Title,Default Title,,,,,0722_Silicone_Funnel,392690,CN,0
0721-spiralizer-vegetable-cutter-grater-slicer-with-spiral-blades,0721 Spiralizer Vegetable Cutter Grater Slicer With Spiral Blades,Title,Default Title,,,,,0721_Vegetable_Spiral_Cutter,392410,CN,0
0617-portable-non-spill-feeding-toddler-gyro-bowl-360-degree-rotating-dish,0617 Portable Feeding Toddler 360 Degree Rotating Dish,Title,Default Title,,,,,0617_Gyro_Bowl,392410,IN,2255
0491-stainless-steel-folding-towel-rack-cum-towel-bar-18-inch,0491 Stainless Steel Folding Towel Rack Cum Towel Bar 18 Inch,Title,Default Title,,,,,0491_18Inch_Folding_Towel_Rack,392620,CN,0
0774-silicon-6-cavity-non-stick-oval-shape-mould-tray,0774 Silicon 6 Cavity Non Stick Oval Shape Mould Tray,Title,Default Title,,,,,0774_6Cavity_Half_Circle_Mould,392410,IN,0
0773-silicone-circle-square-oval-and-heart-shape-soap-and-mini-cake-making-mould,"0773 Silicone Circle, Square, Oval and Heart Shape Soap And Mini Cake Making Mould",Title,Default Title,,,,,0773_Multi_Shape_Mould,392410,IN,0
0770-deodap-silicon-5-cavity-non-stick-oval-shape-mould-tray-for-ice-candy-chocolate-muffin-cupcake-moulds,0770 Silicon 5 Cavity Non Stick Oval Shape Mould Tray,Title,Default Title,,,,,0770_5Cavity_Half_Circle_Mould,392410,IN,0
0769-multipurpose-modular-drawer-organizer-storage-box-5-layers,0769 Multipurpose Modular Drawer Organizer Storage Box - 5 Layers,Title,Default Title,,,,,0769_5Layer_Modular_Drawer,392410,IN,0
0768-multipurpose-modular-drawer-organizer-storage-box-4-layers,0768 Multipurpose Modular Drawer Organizer Storage Box - 4 Layers,Title,Default Title,,,,,0768_4Layer_Modular_Drawer,392410,IN,0
0767-multipurpose-modular-drawer-organizer-storage-box-3-layers,0767 Multipurpose Modular Drawer Organizer Storage Box - 3 Layers,Title,Default Title,,,,,0767_3Layer_Modular_Drawer,392410,IN,0
0197-manual-2-in-1-compact-powerful-hand-held-vegetable-chopper-blender,0197 Manual 2 in 1 Compact & Powerful Hand Held Vegetable Chopper/Blender,Title,Default Title,,,,,0197_2In1_Handy_Chopper,392410,IN,259
0108_big_rice_bowl,0108 Kitchen Plastic big Rice Bowl Strainer Perfect Size for Storing and Straining,Title,Default Title,,,,,0108_Big_Rice_Bowl,392410,IN,500
0766_transparent_4sec_disp,0766 Kitchen Storage - Transparent Sealed Cans/Jars/Storage Box 4 Section (2000ml),Title,Default Title,,,,,0766_Transparent_4Sec_Disp,392410,IN,86
0225-covid-non-touch-multipurpose-safety-key,0225 COVID Non Touch Multipurpose Safety Key,Title,Default Title,,,,,0225_Covid_Key,392410,CN,1129
2055-deodap-kitchen-plastic-fridge-space-saver-organizer-basket-rack-4-pcs,2055 Kitchen Plastic Space Saver Organizer Basket Rack- 4 pcs,Title,Default Title,,,,,2055_Stationary_Drawer,,,397
0490-stainless-steel-towel-rack-cum-towel-bar-24-inch,0490 Stainless Steel Towel Rack Cum Towel Bar 24 Inch,Title,Default Title,,,,,0490_SS_Towel_Rack,,,0
2052-kitchen-fruit-and-vegetable-manual-slicer,2052 Kitchen Fruit And Vegetable Manual Slicer,Title,Default Title,,,,,2052_Simple_slicer,,,55
2043-kitchen-combo-31-pcs-cutlery-knife-set,2043 Kitchen Combo 31 Pcs Cutlery & Knife Set,Title,Default Title,,,,,2043_Kitchen_Combo_23,,,0
2050-manual-orange-juicer-squeezer,2050 Manual Orange Juicer Squeezer,Title,Default Title,,,,,2050_Manual_Orange_Juicer,,,66
2048-plastic-corn-cutter-stripper-with-stainless-steel-blades,2048 Plastic Corn Cutter/Stripper with Stainless Steel Blades,Title,Default Title,,,,,2048_Corn_Cutter,,,200
2047-plastic-watermelon-cutter-slicer,2047 Plastic Watermelon Cutter Slicer,Title,Default Title,,,,,2047_Watermelon_Cutter_Slicer,,,0
762-adjustable-kitchen-bathroom-water-drainage-plastic-basket-bag-with-faucet-sink-caddy,0762 Adjustable Kitchen Bathroom Water Drainage Plastic Basket/Bag with Faucet Sink Caddy,Title,Default Title,,,,,0762_Faucet_Caddy,392410,CN,5234
759-heart-shape-activated-blinking-led-glass-cup,0759 Heart Shape Activated Blinking Led Glass Cup,Title,Default Title,,,,,0759_Heart_LED_Color_Cup,392410,IN,0
760-drinking-cup-glass-mug-mason-jar-with-handle-straw,0760 Drinking Cup/Glass/Mug Mason Jar with Handle & Straw,Title,Default Title,,,,,0760_Drink_Cup,,,0
2035-plastic-flour-strainer-shifter,2035 Plastic Flour Strainer/Shifter,Title,Default Title,,,,,2035_Plastic_Flour_Strainer,,,26
489-cycle-motorbike-chain-cleaning-tool,0489 Cycle Motorbike Chain Cleaning Tool,Title,Default Title,,,,,0489_Chain_Cleaning_Tools,392410,CN,0
mini-foot-pump-inflator-for-electric-bike-and-car,0488 Mini Foot Pump Inflator For  Bike and car,Title,Default Title,,,,,0488_Mini_Foot_Pump,841420,CN,2796
1203-big-mouse-trap-glue-pad,1203 Big Mouse/Mice Trap Glue Pad,Title,Default Title,,,,,1203_Big_Mtrap_Yellow_21x15,,,0
1202-mouse-trap-glue-pad,1202 Small Mouse/Mice Trap Glue Pad,Title,Default Title,,,,,1202_Small_Mtrap_Yellow_17x12,,,0
858-plastic-art-colour-set-58-pcs-with-color-pencil-crayons-oil-pastel-and-sketch-pens,"0858 Plastic Art Colour Set 58 pcs with Color Pencil, Crayons, Oil Pastel and Sketch Pens",Title,Default Title,,,,,0858_58pcs_Art_Set,,,0
371-cute-beatles-led-light-humidifier-air-diffuser-purifier-atomizer-essential-oil-diffuser-difusor-de-aroma-mist-maker-fogger-gift,0371 Cute Beatles LED Light Humidifier Air Diffuser Purifier Atomizer Essential oil diffuser difusor de aroma mist maker fogger Gift,Title,Default Title,,,,,0371_Beatles_Humidifier,847989,CN,70
360-makeup-cutlery-box-girl,"0360 Makeup Cutlery Box Girl,make up Organizer, Cutlery set box",Title,Default Title,,,,,0360_Cutlery_Box,392620,IN,714
2023_jumbo_chipser_slicer14in1,"2023 Plastic 14-in-1 Jumbo Manual Vegetable Grater,Chipser and Slicer",Title,Default Title,,,,,2023_Jumbo_Chipser_Slicer_14In1,,,118
2028_maitri-onion-chopper-vegetable-chopper-quick-cutter-with-rotating-blade,"2028 Maitri Stainless Steel Onion, Chilly, Dry Fruit & Vegetable Cutter Chopper",Title,Default Title,,,,,2028_Chilly_Onion_Cutter,,,386
2027_maitri-unbreakable-stylish-transparent-glass-set-350-ml-6-pcs-set,2027 Maitri Heavy unbreakable Plastic Stylish look fully Transparent Large Glasses Set 300ml (6pcs),Title,Default Title,,,,,2027_6Pcs_Large_Glass_300Ml,,,0
2026_maitri-7-pcs-masala-box-plastic-spice-container-multicolor,2026 Maitri Plastic Round Spice Box / Masala Dabba - Spice Jar (7pcs),Title,Default Title,,,,,2026_7Pcs_Spice_Box,,,258
2024_maitri-dual-side-plastic-kitchen-peeler,2024 Maitri Kitchen 2-in-1 plastic Double Sided Peeler & Grater,Title,Default Title,,,,,2024_Dual_Peeler_Grater,,,76
maitri-double-layer-rotary-storage-box-flower-design-wedding-snack-10-grid-candy-box,0758 Maitri Double Layer Rotary Storage Box Flower Design Wedding Snack 10 Grid Candy Box,Title,Default Title,,,,,0758_Double_Layer_Candy_Box,,,0
2021_lpg-gas-stove-legs-4-pcs-set,2021 Stainless Steel LPG Stove Legs 4pcs,Title,Default Title,,,,,2021_Stove_Leg,,,187
353_2-in-1-anti-snore-air-purifier-nose-breathing-apparatus-stop-snoring-devices-anti-snoring-nose-clip-night-sleeping-anti-snoring-device,0353 - 2 in 1 Anti Snoring and Air Purifier Nose Clip for Prevent Snoring and Comfortable Sleep,Title,Default Title,,,,,0353_2in1_Air_Purifier,,,0
338_snore-free-nose-clip-unisex-stop-snoring-anti-snore-free-sleep-silicone-magnetic-nose-clip,0338 Snore Free Nose Clip (Anti Snoring Device) - 1pc,Title,Default Title,,,,,0338_Nose_Clip,,,1388
317-hygeinic-soft-and-gentle-cotton-buds-100pcs-200-swabs,"0337 Hygeinic, Soft and Gentle Cotton Buds (100pcs)",Title,Default Title,,,,,0337_cotton_buds,,,0
2013-kitchen-plastic-vegetables-spiral-cutter-spiral-knife-spiral-screw-slicer,2013 Kitchen Plastic Vegetables Spiral Cutter / Spiral Knife / Spiral Screw Slicer,Title,Default Title,,,,,2013_spiral_cutter,,,1433
2010_kitchen_peeler,2010 Kitchen Stainless Steel Vegetable and Fruit Peeler,Title,Default Title,,,,,2010_kitchen_peeler,,,0
2020_ss_scrubber,2020 Stainless Steel Kitchen Scrubber (1 pc),Title,Default Title,,,,,2020_ss_scrubber,,,2617
2019_heart_gas_lighter,2019 Mild Steel Heart Shape Electric Gas Lighter,Title,Default Title,,,,,2019_heart_gas_lighter,,,0
2018_big_gas_lighter,2018 Stainless Steel Gas Lighter,Title,Default Title,,,,,2018_big_gas_lighter,,,0
2016_stainless-steel-grater-nutmeg-cheese-citrus-zest-zester-grater,2016_Stainless Steel Grater Nutmeg Cheese Citrus Zest Zester Grater,Title,Default Title,,,,,2016_small_ss_grater,,,27
336_small-octopus-folding-hanging-dryer-round-folding-with-16-pegs-multicolor,0336 Small Octopus Folding Hanging Dryer Round Folding with 16 Pegs  (Multicolor),Title,Default Title,,,,,0336_small_octopus_hanger,,,249
2012_nano-manual-juicer-for-fruits-multi-color,2012_Royal Juicer Manual Juicer for Fruits  (Multi Color),Title,Default Title,,,,,2012_royal_juicer,,,0
2030_4in1-combo-stainless-steel-kitchen-lighter-knife-peeler-and-smooth-grater,"2030 4In1 Combo - Stainless Steel Kitchen Lighter, Knife, Peeler and Smooth Grater",Title,Default Title,,,,,2030_4In1_Lighter_Pack,,,49
2009_12-inch-plastic-folding-step-stool-for-kids-and-adults-with-handle-multicolor,2009_12 Inch Plastic Folding Step Stool for Kids and Adults with Handle (Multicolor),Title,Default Title,,,,,2009_12inch_folding_stool,,,0
486_3pcs-set-cute-umbrella-wall-mount-key-holder-wall-hook-hanger-organizer-durable-wall-hooks-bathroom-kitchen-umbrella-wall-hook,0486_3pcs/set Cute Umbrella Wall Mount Key Holder Wall Hook Hanger Organizer Durable Wall hooks bathroom kitchen Umbrella Wall Hook,Title,Default Title,,,,,0486_umbrella_key_holder,,,11650
472_2-pin-cloth-hanger-bathroom-wall-door-hooks-for-hanging-keys-clothes-holder-hook-rail-pack-of-3,"0472_2 Pin  Cloth Hanger Bathroom Wall Door Hooks For Hanging keys,Clothes Holder Hook Rail  (Pack of 3)",Title,Default Title,,,,,0472_2pin_cloth_hook_3pcs,,,0
2008_double-sided-vegetable-peeler,2008_Double Sided Vegetable Peeler,Title,Default Title,,,,,2008_dual_sided_peeler,,,147
330_folding-stainless-steel-baby-cradle-with-carry-bag,0330 Folding Stainless Steel Baby Cradle with Carry Bag,Title,Default Title,,,,,0330_B_Grade_Fold_Baby_Cradle,,,0
2007_crinkle-cut-knife-potato-chip-cutter-with-wavy-blade-french-fry-cutter,2007_Crinkle Cut Knife Potato Chip Cutter With Wavy Blade French Fry Cutter,Title,Default Title,,,,,2007_crinkle_cut,,,3676
2003_onion-chopper-vegetable-chopper-quick-cutter-with-rotating-blade,2003_Small Onion Chopper & Vegetable Chopper Quick Cutter with Rotating Blade,Title,Default Title,,,,,2003_Small_Onion_Chopper,,,0
2002_steel_-w-c-db-ap_dumbbells_bottle,2002_Steel Cap Plastic water Dumbbells Bottle,Title,Default Title,,,,,2002_steel_cap_dumbbells_bottle,,,376
055_choco-nutri-chocolate-spreads-premium-dark-chocolate-spread-350-gm,0055_Choco Nutri Chocolate Spreads - Premium Dark Chocolate Spread - 350 gm,Title,Default Title,,,,,0055_dark_chocolate_spread,,,0
91_serving-dessert-bowl-ice-cream-salad-fruit-bowl-6pcs-serving-dessert-bowl-ice-cream-salad-fruit-bowl-6pcs,0091_Serving Dessert Bowl Ice Cream Salad Fruit Bowl - 6pcs Serving Dessert Bowl Ice Cream Salad Fruit Bowl - 6pcs,Title,Default Title,,,,,0091_Ice_Cream_Cup_Set,,,412
076_transparent-unbreakable-water-juicy-jug-and-6-pcs-glass-combo-set-for-dining-table-office-restaurant-pitcher,0076_Transparent Unbreakable Water Juicy Jug and 6 Pcs. Glass Combo Set for Dining Table Office Restaurant Pitcher,Title,Default Title,,,,,0076_jug_glass_combo,392410,IN,489
325_flip-cap-plastic-water-bottles,0325 Flip Cap Plastic Water Bottles,Title,Default Title,,,,,0325_flip_cap_bottle,,,92
481_aluminium-profile-handle-8inch-silver,"0481_Aluminium Profile Handle, 8Inch (Silver)",Title,Default Title,,,,,0481_8inch_profile_handle,760410,CN,0
314_bathroom-accessories-stainless-steel-folding-towel-rack,0314 Bathroom Accessories Stainless Steel Folding Towel Rack,Title,Default Title,,,,,0314_ss_folding_towel_rack,,,0
